PopulationId,OneIns,MoreIns,NoIns
14967,2407,529,844
14968,3669,699,976
14969,2988,431,697
14970,6289,1049,2004
14971,955,219,649
14972,2820,257,765
14973,11595,1344,2368
14974,9780,788,697
14975,4356,354,755
14976,3918,1159,382
14977,4821,696,1237
14978,5804,775,1988
14979,3898,480,2009
14980,2461,303,847
14981,5533,433,2630
14982,5825,523,1021
14983,1156,340,120
14984,4714,618,1009
14985,2588,471,192
14986,3947,831,286
14987,2322,257,414
14988,2805,631,320
14989,5535,711,1988
14990,3859,383,1599
14991,2376,606,329
14992,2329,424,671
14993,5189,411,2610
14994,6780,834,1059
14995,6109,370,3172
14996,4591,642,2253
14997,6336,665,3062
14998,4372,324,2117
14999,10237,775,4673
15000,5951,443,713
15001,5224,303,1788
15002,25703,2315,6870
15003,6923,524,320
15004,7519,721,755
15005,11663,617,657
15006,40263,3216,2715
15007,15424,1163,542
15008,6586,868,698
15009,3497,813,303
15010,13956,1406,1704
15011,6683,1033,600
15012,6116,719,264
15013,9,0,4
15014,7268,543,1599
15015,7813,645,500
15016,7122,518,1575
15017,5841,1061,1071
15018,5343,777,810
15019,4881,576,195
15020,7630,565,829
15021,11178,776,701
15022,6782,895,503
15023,14588,2182,1879
15024,3055,479,142
15025,6692,750,345
15026,4388,860,678
15027,3926,157,1012
15028,8683,1294,949
15029,2951,737,1611
15030,2847,612,1913
15031,1884,267,1058
15032,6370,1121,2953
15033,3786,488,1944
15034,3357,831,2644
15035,4636,758,1325
15036,10150,908,2119
15037,3766,559,1648
15038,4513,965,768
15039,1915,503,866
15040,3502,966,709
15041,1661,429,626
15042,1512,346,713
15043,3072,922,1423
15044,956,179,91
15045,677,164,170
15046,1445,487,531
15047,1875,863,484
15048,1700,667,739
15049,930,318,473
15050,3228,1392,1471
15051,2541,1206,1882
15052,1867,682,703
15053,2425,432,825
15054,4164,403,4478
15055,3565,830,1267
15056,4448,940,142
15057,3760,600,204
15058,1562,318,240
15059,5961,1130,484
15060,5616,490,243
15061,3010,640,163
15062,8724,1193,1247
15063,12467,575,946
15064,11216,1189,1059
15065,7228,860,1767
15066,2291,774,556
15067,2728,753,1671
15068,1088,315,284
15069,6302,1433,3480
15070,14424,2497,1395
15071,3283,381,462
15072,3153,699,912
15073,6039,847,493
15074,5121,762,892
15075,868,243,713
15076,4647,916,2579
15077,2257,583,1531
15078,5571,1259,1281
15079,3545,936,880
15080,2361,428,1237
15081,4599,1069,1260
15082,1830,488,750
15083,4506,804,1506
15084,931,244,647
15085,2425,1073,739
15086,1343,439,675
15087,1450,457,749
15088,1865,720,547
15089,2083,598,692
15090,2651,535,974
15091,3822,875,797
15092,4937,1108,1157
15093,644,242,141
15094,6040,1404,1578
15095,3019,757,1027
15096,1245,228,579
15097,2905,890,442
15098,1230,364,365
15099,1376,173,280
15100,494,252,276
15101,2245,389,422
15102,1877,299,450
15103,1693,615,949
15104,524,108,104
15105,1099,157,563
15106,931,170,616
15107,882,178,366
15108,994,279,677
15109,1319,293,611
15110,902,236,469
15111,1031,213,549
15112,1349,435,503
15113,2080,495,1071
15114,630,310,173
15115,2334,517,626
15116,1513,421,349
15117,2435,341,873
15118,1351,300,458
15119,967,265,224
15120,1616,417,347
15121,1487,519,912
15122,0,0,0
15123,2444,697,930
15124,2351,856,464
15125,2362,1072,624
15126,4017,1594,1481
15127,3463,1758,1379
15128,1975,793,538
15129,812,156,222
15130,2746,960,450
15131,1918,797,356
15132,2068,437,897
15133,2652,765,1173
15134,2317,461,691
15135,1114,301,779
15136,1910,560,1328
15137,1309,388,614
15138,1720,574,650
15139,2996,1006,308
15140,3063,851,832
15141,1878,372,739
15142,1059,306,580
15143,1005,264,959
15144,1307,261,325
15145,3164,862,580
15146,1962,628,458
15147,1336,533,495
15148,2890,927,622
15149,2493,1267,703
15150,2086,736,528
15151,1810,708,824
15152,1639,633,646
15153,605,275,372
15154,2428,673,426
15155,2771,639,919
15156,3796,1324,727
15157,1930,831,713
15158,3518,1366,1512
15159,2529,688,520
15160,4382,1212,882
15161,3822,1101,1274
15162,2201,594,869
15163,2910,625,1434
15164,4158,1078,1955
15165,2949,857,828
15166,4676,1110,822
15167,3045,616,1414
15168,3819,1106,568
15169,7213,1341,1702
15170,1184,277,1529
15171,3493,1200,1032
15172,3071,1210,826
15173,2081,311,664
15174,2025,622,529
15175,4163,817,349
15176,3110,721,686
15177,5698,1180,696
15178,3327,887,800
15179,4400,667,2403
15180,1832,303,882
15181,1407,274,812
15182,1509,583,884
15183,1639,341,1032
15184,2487,273,1598
15185,2260,578,1296
15186,3185,627,1466
15187,4661,772,1520
15188,5139,934,1184
15189,3646,568,1013
15190,3282,869,1209
15191,5155,1129,1409
15192,3263,911,1066
15193,4229,816,1143
15194,2981,332,1242
15195,0,0,0
15196,2963,442,836
15197,2220,689,1532
15198,3911,1027,677
15199,3576,1115,899
15200,1868,737,802
15201,203,4,33
15202,2779,883,931
15203,2607,459,1701
15204,3500,879,1562
15205,2652,1126,672
15206,3809,855,1071
15207,2679,316,1890
15208,1817,426,819
15209,3554,638,848
15210,1744,372,300
15211,1136,450,339
15212,6797,1409,1111
15213,1844,440,1088
15214,5976,1040,1414
15215,2509,477,944
15216,1890,767,308
15217,2917,1277,1132
15218,3305,1035,310
15219,4107,1287,437
15220,3195,994,332
15221,2574,818,305
15222,2063,621,524
15223,3465,1116,232
15224,3560,870,371
15225,5452,1371,652
15226,3357,1032,683
15227,2999,698,245
15228,2669,1058,458
15229,3652,1117,1003
15230,2042,853,510
15231,2690,446,1869
15232,2898,452,745
15233,4303,964,665
15234,3138,780,917
15235,2038,499,714
15236,1677,367,501
15237,2164,589,714
15238,1015,209,305
15239,1941,400,589
15240,1794,594,820
15241,1941,561,424
15242,1147,682,202
15243,2059,609,459
15244,1189,219,256
15245,2564,551,692
15246,2470,872,680
15247,2476,383,845
15248,3353,1070,760
15249,6553,1409,1867
15250,1485,329,538
15251,3031,732,706
15252,6032,1667,1069
15253,2358,629,628
15254,2176,615,872
15255,2891,813,1002
15256,2726,701,1017
15257,2396,755,872
15258,2235,422,354
15259,102,15,0
15260,2703,630,1979
15261,3025,309,2118
15262,3457,763,1530
15263,1254,319,652
15264,1129,322,1062
15265,827,207,447
15266,1099,290,525
15267,3680,742,1618
15268,1576,324,787
15269,2919,650,1509
15270,2538,399,852
15271,3891,605,3056
15272,1613,333,1115
15273,2054,424,1269
15274,2769,557,2118
15275,3345,519,2146
15276,1908,348,977
15277,2145,599,1064
15278,1136,253,988
15279,1433,258,962
15280,2003,296,1868
15281,2521,317,1434
15282,1983,773,1356
15283,2051,299,1320
15284,3121,731,1708
15285,1587,230,1189
15286,770,94,645
15287,2101,234,927
15288,1756,388,1548
15289,3406,290,2601
15290,4260,391,4620
15291,3373,356,2766
15292,5593,367,3027
15293,5112,592,3900
15294,4885,343,3720
15295,1879,150,1683
15296,2160,251,1526
15297,1404,237,951
15298,2938,303,1912
15299,1687,295,1850
15300,2296,268,1878
15301,1702,207,1206
15302,3243,284,3075
15303,1903,166,1714
15304,2543,222,985
15305,3674,378,3567
15306,2217,241,2141
15307,3216,483,1668
15308,1774,147,1395
15309,4274,598,3979
15310,2164,174,1463
15311,1927,354,1745
15312,998,128,751
15313,797,258,420
15314,2952,798,1292
15315,685,371,1000
15316,1924,427,911
15317,1941,198,1408
15318,1981,288,754
15319,1653,400,591
15320,1258,472,1039
15321,2039,596,1000
15322,2340,488,1023
15323,2822,540,1310
15324,4486,634,2031
15325,2613,669,1104
15326,1697,490,396
15327,1811,534,348
15328,1689,563,590
15329,1735,177,1676
15330,1498,371,650
15331,3697,1081,1080
15332,2213,438,1423
15333,1730,132,1176
15334,9847,672,2706
15335,6062,698,2474
15336,7799,325,2462
15337,5437,459,2883
15338,2593,190,972
15339,2359,152,1490
15340,1506,210,989
15341,1788,254,1169
15342,3722,519,4654
15343,3096,438,2594
15344,3017,329,2133
15345,4812,632,1849
15346,2199,191,967
15347,2812,540,865
15348,1617,365,264
15349,2033,250,1835
15350,3453,451,3140
15351,2500,121,2816
15352,2915,634,2196
15353,2667,368,2297
15354,1515,224,1142
15355,4791,341,2586
15356,1087,233,445
15357,2849,552,2011
15358,1587,389,1233
15359,1192,160,1083
15360,2270,128,1495
15361,4218,715,1949
15362,3739,162,2468
15363,2753,413,1899
15364,1513,103,1024
15365,11066,1276,3311
15366,8414,400,3777
15367,3738,504,2595
15368,2591,766,696
15369,6062,698,2282
15370,8178,1356,2823
15371,5888,943,1551
15372,3147,353,1143
15373,9555,751,1815
15374,2784,216,707
15375,4993,627,1294
15376,8983,990,1604
15377,5991,818,1320
15378,5810,551,2844
15379,6135,601,1648
15380,5427,838,3099
15381,4692,379,728
15382,7230,1034,1869
15383,10366,887,558
15384,13130,1759,1183
15385,4266,491,772
15386,4140,801,2934
15387,4488,656,1096
15388,3875,641,207
15389,6198,1174,690
15390,8531,1350,323
15391,1987,381,595
15392,5359,1089,834
15393,4917,766,682
15394,5809,1292,529
15395,2241,136,318
15396,4880,546,943
15397,4789,424,275
15398,8102,1122,720
15399,1894,233,90
15400,4809,613,522
15401,4739,1303,1618
15402,1295,308,493
15403,6996,1063,1737
15404,4148,629,469
15405,11613,1074,1131
15406,1583,157,318
15407,4979,492,2318
15408,6514,704,2153
15409,8834,953,2537
15410,3983,452,2087
15411,2569,399,1421
15412,4111,513,2872
15413,2479,677,854
15414,4061,730,1901
15415,5009,1337,1766
15416,2090,550,1121
15417,7595,410,1530
15418,6476,1052,2514
15419,2269,574,928
15420,263,69,252
15421,5801,691,2055
15422,3358,492,1359
15423,3907,534,1386
15424,4578,920,2144
15425,2459,519,1121
15426,2705,365,1093
15427,3416,337,1702
15428,1432,186,1132
15429,2678,439,1682
15430,1461,178,1437
15431,1222,252,996
15432,1989,372,1939
15433,1688,297,692
15434,4051,385,1473
15435,1331,153,183
15436,3290,264,1295
15437,1803,475,1415
15438,2583,504,1748
15439,3115,633,1983
15440,2388,372,1189
15441,1418,127,1027
15442,2511,536,2149
15443,4455,364,2716
15444,3239,536,2265
15445,2994,272,2111
15446,3086,379,1337
15447,999,117,735
15448,3717,350,3197
15449,1708,120,2223
15450,3059,351,2229
15451,2695,208,2025
15452,1109,238,960
15453,3907,472,721
15454,2049,69,467
15455,1101,363,629
15456,1127,301,444
15457,1279,224,621
15458,2917,135,634
15459,4682,1079,1044
15460,1313,252,485
15461,1541,214,431
15462,2104,690,784
15463,1678,276,486
15464,2134,264,364
15465,2274,642,884
15466,1747,439,403
15467,1715,444,881
15468,1461,505,594
15469,2214,844,1480
15470,1539,571,350
15471,2926,535,1281
15472,3827,223,864
15473,2293,238,337
15474,5091,521,1130
15475,2415,342,1401
15476,2903,276,272
15477,1309,207,1133
15478,3303,526,3596
15479,2776,424,1880
15480,1638,124,880
15481,2444,311,2048
15482,2152,530,1175
15483,3568,260,1887
15484,4621,743,2106
15485,4837,693,3655
15486,5734,494,2118
15487,1729,255,1829
15488,3241,334,2376
15489,2503,361,1564
15490,2707,328,1518
15491,1377,166,1077
15492,4072,653,2663
15493,2168,304,880
15494,2397,175,1759
15495,3017,356,2505
15496,2855,193,2213
15497,2467,197,1569
15498,838,147,449
15499,3213,609,1964
15500,4662,779,2247
15501,3321,453,2206
15502,2217,334,1539
15503,3794,376,2378
15504,2292,222,1135
15505,2944,482,1701
15506,2218,195,1233
15507,5046,347,2533
15508,2787,301,2038
15509,4727,902,2065
15510,2330,464,948
15511,2098,316,1013
15512,2177,422,886
15513,3062,488,1476
15514,1807,744,1340
15515,3353,908,1143
15516,2869,490,2023
15517,701,37,892
15518,5553,605,3379
15519,2303,409,1378
15520,4357,250,3116
15521,3092,619,1810
15522,2744,504,689
15523,3108,312,1764
15524,1954,424,1895
15525,4162,846,1792
15526,4806,391,3021
15527,7502,645,2184
15528,5239,779,2739
15529,1626,430,1149
15530,1894,547,805
15531,3164,842,1317
15532,1693,345,619
15533,4905,1171,1851
15534,4321,1278,1016
15535,1335,298,565
15536,2303,635,984
15537,2191,584,1028
15538,1572,645,457
15539,2856,830,1570
15540,1953,386,630
15541,2950,463,1894
15542,1547,457,1010
15543,2204,729,1193
15544,1842,581,659
15545,4060,1050,2318
15546,1443,230,1416
15547,2427,196,1879
15548,2273,380,2232
15549,1929,257,1538
15550,2350,299,1223
15551,2763,372,1887
15552,3427,664,2042
15553,5059,397,5132
15554,3161,418,3099
15555,2280,333,809
15556,1766,169,1159
15557,6108,712,3106
15558,6438,375,2197
15559,5256,472,2648
15560,2022,404,780
15561,1833,176,587
15562,3600,794,2396
15563,7903,887,2427
15564,4028,334,1391
15565,1366,216,105
15566,4124,312,664
15567,4047,512,173
15568,3196,690,256
15569,5946,963,557
15570,1123,251,23
15571,3429,727,2561
15572,1618,682,246
15573,5096,1037,1766
15574,4422,611,606
15575,3030,241,1820
15576,4189,673,1833
15577,2145,275,1441
15578,2905,102,1350
15579,3266,861,820
15580,2667,865,1395
15581,2116,132,736
15582,3960,728,434
15583,5375,812,665
15584,3097,605,629
15585,3665,729,1253
15586,1787,353,428
15587,1223,218,315
15588,5661,682,617
15589,2783,230,672
15590,2775,329,804
15591,2018,179,1342
15592,4577,342,2232
15593,2111,262,1045
15594,4218,925,456
15595,3678,692,854
15596,6889,882,1116
15597,4529,803,757
15598,5497,744,1756
15599,3310,541,760
15600,4348,424,373
15601,3659,362,538
15602,3550,539,1247
15603,2064,414,853
15604,1808,530,614
15605,11878,1987,1915
15606,5692,923,2356
15607,4442,937,947
15608,4077,706,1398
15609,4939,559,2198
15610,3557,578,521
15611,6773,661,1340
15612,1631,438,346
15613,3087,678,1222
15614,5186,904,1654
15615,3052,449,327
15616,3849,546,466
15617,2043,222,146
15618,2929,478,579
15619,2178,252,567
15620,3452,275,526
15621,3013,229,200
15622,2939,265,880
15623,1935,197,596
15624,2720,315,585
15625,2030,274,304
15626,3994,649,344
15627,2921,553,416
15628,1280,535,48
15629,2383,603,377
15630,2174,532,64
15631,4264,798,626
15632,3249,425,247
15633,2027,332,112
15634,2243,230,280
15635,3704,546,319
15636,2858,545,252
15637,2553,420,100
15638,2251,177,150
15639,5031,581,104
15640,5885,1048,114
15641,3924,360,47
15642,1532,192,92
15643,3511,290,119
15644,2675,446,86
15645,4883,428,376
15646,3244,475,662
15647,3285,488,235
15648,3067,338,103
15649,2088,395,184
15650,2379,427,127
15651,5510,897,618
15652,1822,121,1158
15653,1798,264,553
15654,2611,397,478
15655,2514,443,450
15656,1680,170,1491
15657,1519,273,393
15658,2815,461,58
15659,2115,393,124
15660,5332,553,216
15661,2071,284,164
15662,1668,115,1648
15663,2162,41,2441
15664,1681,63,1967
15665,1397,162,2104
15666,3521,253,2923
15667,1502,59,1895
15668,1705,67,2318
15669,2092,159,1535
15670,2544,413,2945
15671,3699,144,2818
15672,2721,691,1187
15673,3706,405,1376
15674,1948,507,107
15675,2144,436,271
15676,3227,719,1150
15677,3082,446,1443
15678,4349,469,2821
15679,1715,321,561
15680,2183,679,1361
15681,2765,374,2585
15682,4111,554,2360
15683,3551,584,2259
15684,2230,366,2054
15685,2006,255,1186
15686,2607,475,1131
15687,2185,301,1892
15688,2624,395,2121
15689,1080,66,1555
15690,2029,317,1038
15691,5354,344,2866
15692,2772,622,1170
15693,3565,774,705
15694,3809,783,1096
15695,2201,796,1355
15696,1310,252,411
15697,4568,663,1660
15698,4742,1018,453
15699,1056,194,252
15700,3811,702,32
15701,2549,647,32
15702,1989,331,315
15703,3115,545,117
15704,2267,764,233
15705,3904,673,111
15706,4631,1096,593
15707,4067,1007,630
15708,2090,627,550
15709,2464,494,808
15710,2217,655,1502
15711,2998,689,957
15712,3355,341,1586
15713,3104,452,234
15714,1597,284,328
15715,2821,398,246
15716,2625,760,147
15717,2870,527,155
15718,2374,753,171
15719,3018,1109,278
15720,2438,481,256
15721,2539,322,561
15722,2502,400,290
15723,2487,249,784
15724,2066,149,2316
15725,3544,414,1270
15726,2479,551,1305
15727,4204,186,2605
15728,2996,323,1798
15729,2746,438,2548
15730,1535,186,510
15731,2161,331,4516
15732,1789,135,1095
15733,2763,199,2028
15734,2965,645,2230
15735,1872,46,1189
15736,3142,326,2806
15737,2336,228,2842
15738,1589,118,2629
15739,2153,390,2648
15740,1494,101,1558
15741,2441,659,2191
15742,2586,380,1641
15743,3075,675,1106
15744,2536,263,1881
15745,2703,263,3360
15746,3033,183,3533
15747,2328,172,1644
15748,3640,550,2589
15749,1266,284,223
15750,3953,506,247
15751,4422,497,1618
15752,3479,364,885
15753,2072,608,81
15754,3034,429,704
15755,5472,1102,466
15756,1272,135,315
15757,5331,538,2970
15758,2052,463,233
15759,2994,321,1634
15760,3655,381,1365
15761,2741,474,1019
15762,2330,356,214
15763,5011,825,800
15764,2290,577,448
15765,2724,153,1753
15766,4080,252,698
15767,3700,331,555
15768,4656,1284,272
15769,5901,377,604
15770,2580,203,761
15771,3412,336,1670
15772,5014,435,1897
15773,1829,322,376
15774,6001,372,1675
15775,5713,977,2037
15776,2336,207,1601
15777,1589,169,458
15778,1686,180,720
15779,4176,621,2992
15780,4609,616,4018
15781,4629,609,2929
15782,6302,944,3563
15783,3280,422,2048
15784,2808,314,2144
15785,2698,342,1327
15786,4191,409,4063
15787,2269,355,1749
15788,3563,737,2845
15789,1046,250,1183
15790,1844,280,1072
15791,3498,532,4390
15792,2142,185,1183
15793,3557,467,2483
15794,2347,256,836
15795,982,228,805
15796,5000,679,2405
15797,4455,527,3214
15798,2209,574,833
15799,4747,740,4312
15800,3414,322,1298
15801,2727,220,912
15802,2993,249,736
15803,6543,887,3943
15804,3387,715,2543
15805,435,7,99
15806,7193,960,268
15807,2053,308,101
15808,3688,754,541
15809,5577,657,555
15810,5494,832,1213
15811,9223,1332,1087
15812,2141,186,388
15813,4691,549,1223
15814,2934,269,320
15815,2755,772,886
15816,2836,209,634
15817,1341,210,527
15818,4264,581,842
15819,4304,704,346
15820,3189,276,468
15821,2288,280,495
15822,3374,175,790
15823,2779,109,317
15824,5957,812,475
15825,5034,535,1448
15826,1878,444,234
15827,3422,458,365
15828,2295,213,434
15829,3734,488,670
15830,2968,345,553
15831,2909,374,449
15832,2501,428,320
15833,4814,414,1226
15834,2486,310,1261
15835,1538,296,599
15836,2627,471,714
15837,2419,456,2178
15838,1884,308,1347
15839,4703,935,2695
15840,1338,121,872
15841,3295,429,2361
15842,2666,497,766
15843,991,111,888
15844,1173,62,1015
15845,3021,305,3259
15846,3199,509,2144
15847,3326,319,3511
15848,3309,518,1939
15849,2079,331,1161
15850,3978,324,2722
15851,3460,505,1421
15852,4609,675,1888
15853,2073,756,1802
15854,4781,1056,2733
15855,2286,322,1614
15856,1862,496,1674
15857,2107,288,1921
15858,2088,261,1674
15859,2996,457,1995
15860,1917,326,1607
15861,4028,391,125
15862,3086,353,2895
15863,2814,583,480
15864,1314,350,716
15865,1404,347,851
15866,1999,406,1944
15867,1648,437,1192
15868,3064,580,2075
15869,1849,866,1239
15870,2761,815,814
15871,2588,545,612
15872,2082,311,282
15873,2203,375,292
15874,3291,728,1911
15875,1371,284,330
15876,1963,343,606
15877,2125,315,597
15878,2303,586,152
15879,1053,464,426
15880,2620,832,996
15881,3236,494,1850
15882,616,236,183
15883,3921,712,2276
15884,1727,300,810
15885,3728,501,1671
15886,4095,426,1590
15887,5750,683,2621
15888,3674,285,1995
15889,4056,461,1687
15890,3252,917,1175
15891,959,206,458
15892,2621,556,2037
15893,1615,223,893
15894,4246,835,1535
15895,1909,453,969
15896,4604,460,1572
15897,5920,1491,3660
15898,2829,483,1374
15899,3233,387,1746
15900,3259,215,2424
15901,2423,340,932
15902,5879,357,2844
15903,3842,410,2446
15904,5817,873,3655
15905,2335,350,1937
15906,1250,155,1425
15907,3281,343,2098
15908,1890,101,592
15909,4558,739,2834
15910,1205,81,736
15911,6869,582,1303
15912,1298,73,280
15913,10059,902,1302
15914,1793,229,946
15915,3494,327,2357
15916,3400,462,1006
15917,3367,299,713
15918,4518,274,2311
15919,5855,936,979
15920,4982,669,2524
15921,2113,323,176
15922,5621,548,1258
15923,7865,1064,1547
15924,6590,925,944
15925,12039,834,1539
15926,5476,754,764
15927,7246,553,694
15928,6427,930,1869
15929,2281,284,60
15930,7769,708,4102
15931,11160,1133,3126
15932,3579,439,1191
15933,3886,776,440
15934,6954,780,2633
15935,8782,543,2068
15936,3957,366,1296
15937,5213,513,1458
15938,10285,1128,3329
15939,11768,1044,5009
15940,10715,534,3335
15941,12301,1320,4251
15942,9505,787,3397
15943,5599,513,1302
15944,6206,562,3049
15945,1880,519,202
15946,3666,267,575
15947,3124,494,843
15948,5319,715,1270
15949,9116,499,3295
15950,8085,839,568
15951,10458,1180,1648
15952,13401,1011,4192
15953,1890,89,723
15954,3507,881,1776
15955,2669,188,2091
15956,2345,194,1372
15957,4867,254,2350
15958,6665,645,2377
15959,6781,719,3966
15960,7628,670,2265
15961,3677,354,1493
15962,5435,506,1390
15963,1670,159,1041
15964,3320,326,1665
15965,2167,184,715
15966,2777,275,1088
15967,5419,668,3134
15968,2057,241,898
15969,6787,688,2843
15970,3997,480,2133
15971,2819,469,637
15972,3342,372,1424
15973,5899,447,1991
15974,5009,701,2673
15975,6422,771,1273
15976,3190,431,405
15977,5179,891,1177
15978,3399,790,515
15979,3879,403,1845
15980,7324,740,1347
15981,1599,125,202
15982,2774,404,640
15983,4527,794,736
15984,2229,322,531
15985,4553,479,1197
15986,2912,553,334
15987,3793,415,1148
15988,4572,1002,1586
15989,7071,912,2500
15990,3638,397,1137
15991,4517,614,1497
15992,6246,770,1161
15993,6646,1518,1041
15994,4485,1186,1084
15995,3652,626,1393
15996,3277,621,760
15997,3881,865,1277
15998,4063,561,1521
15999,3372,129,1585
16000,2841,604,512
16001,5336,735,843
16002,4912,508,931
16003,4312,598,1090
16004,4895,812,1249
16005,2890,365,763
16006,2003,233,393
16007,5776,691,1096
16008,6637,692,671
16009,2795,425,396
16010,3511,517,275
16011,839,288,175
16012,7647,1168,1518
16013,5789,521,1608
16014,5074,1447,418
16015,3137,415,1025
16016,12676,739,1534
16017,11262,838,668
16018,7813,365,1543
16019,4930,478,601
16020,5678,348,381
16021,3939,507,281
16022,6228,820,673
16023,10949,1190,3495
16024,11745,1092,2131
16025,6497,603,1957
16026,5924,788,498
16027,9516,964,630
16028,6157,672,707
16029,6296,836,1309
16030,5068,593,1264
16031,606,80,82
16032,11230,1119,1555
16033,4132,420,532
16034,1642,269,726
16035,5613,1238,1124
16036,3563,431,706
16037,15477,1579,2288
16038,3824,673,745
16039,6856,658,236
16040,8871,987,458
16041,4888,711,1790
16042,4,0,4
16043,449,99,239
16044,2927,960,1351
16045,3031,649,702
16046,2455,631,677
16047,4777,1319,1408
16048,2910,762,545
16049,2936,365,1074
16050,2343,499,1138
16051,3197,790,1148
16052,1265,378,977
16053,2529,1182,710
16054,3872,751,1085
16055,2399,759,1012
16056,3980,790,605
16057,3652,749,884
16058,3094,826,670
16059,1895,724,465
16060,1055,522,422
16061,1771,194,670
16062,4626,209,590
16063,2670,555,1198
16064,4483,582,2127
16065,3881,429,2314
16066,6799,1119,1070
16067,2363,572,1140
16068,6469,1969,1484
16069,5252,849,1509
16070,2470,315,342
16071,2330,961,983
16072,5566,2091,967
16073,5776,771,231
16074,2661,539,577
16075,1269,332,358
16076,3913,1167,506
16077,3984,545,957
16078,6042,1234,713
16079,9232,1110,795
16080,4533,679,641
16081,8747,827,2514
16082,6159,905,4222
16083,7010,834,1913
16084,4401,738,274
16085,6921,779,969
16086,2514,530,931
16087,3797,1371,1207
16088,2645,705,1502
16089,4059,1329,1837
16090,2948,679,817
16091,1800,375,319
16092,1548,706,868
16093,3019,1111,1100
16094,2580,625,1596
16095,2633,1115,925
16096,3011,1313,1168
16097,1268,455,359
16098,1378,492,317
16099,1436,296,553
16100,2169,926,789
16101,3656,616,2039
16102,3215,964,1276
16103,4118,1447,1475
16104,3421,590,2318
16105,3648,1528,3105
16106,3870,408,3348
16107,4145,485,3185
16108,4821,944,3264
16109,2732,823,1830
16110,6928,1063,2566
16111,6016,897,2047
16112,7042,366,1470
16113,2069,824,1911
16114,2167,1642,1207
16115,1996,757,2149
16116,5259,858,4951
16117,3651,846,3465
16118,965,392,1075
16119,5399,1341,2866
16120,4545,744,2323
16121,2461,755,2396
16122,1966,322,1882
16123,2307,672,1825
16124,2953,725,2284
16125,3453,974,3488
16126,3898,407,1339
16127,2277,324,948
16128,3624,664,745
16129,3176,590,1767
16130,2355,463,1430
16131,3366,920,1795
16132,947,424,1416
16133,1974,230,658
16134,3252,491,1648
16135,8473,887,7227
16136,4484,672,3457
16137,3278,324,2714
16138,3379,528,3153
16139,3147,613,2008
16140,2597,1028,1193
16141,4383,1644,2149
16142,1696,560,1430
16143,2299,499,1532
16144,4400,692,3793
16145,7402,999,4475
16146,2068,461,2680
16147,3038,416,1327
16148,4269,667,4406
16149,3908,788,3881
16150,4764,1218,4654
16151,2387,572,990
16152,2376,926,1594
16153,6886,1066,3272
16154,3849,1380,2143
16155,5296,845,4663
16156,2867,929,1834
16157,6710,485,4471
16158,2310,255,1401
16159,3132,658,1771
16160,3429,445,2931
16161,2518,771,874
16162,2436,524,2300
16163,5698,1406,2833
16164,2581,608,1273
16165,3272,431,2051
16166,3398,697,2275
16167,3168,786,1661
16168,1036,449,724
16169,2653,1320,1257
16170,2322,1104,2065
16171,4625,683,3884
16172,2843,845,1009
16173,2490,639,1379
16174,4615,460,3071
16175,3936,311,2228
16176,2874,500,2083
16177,4455,572,2930
16178,6568,861,2499
16179,4638,915,3565
16180,7561,1051,2399
16181,6787,679,2024
16182,5136,537,4360
16183,155,14,348
16184,4462,571,3733
16185,4560,577,3279
16186,5910,439,3758
16187,4963,754,2976
16188,2796,580,1487
16189,5816,432,2453
16190,5514,1173,2436
16191,7252,1505,3137
16192,2586,517,996
16193,6497,543,1976
16194,10034,1151,5632
16195,4506,1033,4379
16196,7754,830,3410
16197,2137,493,2028
16198,2929,280,2752
16199,3461,287,2765
16200,5439,574,4198
16201,2588,437,1764
16202,7307,284,6813
16203,3008,538,3074
16204,4347,357,4357
16205,6483,802,7794
16206,3039,1517,2166
16207,2051,517,1825
16208,3671,881,2767
16209,737,208,353
16210,500,153,226
16211,4663,819,3990
16212,2827,974,2031
16213,2540,327,1178
16214,4844,826,2825
16215,3998,713,2282
16216,0,0,0
16217,2120,737,892
16218,2320,993,713
16219,1010,462,404
16220,3306,1333,1467
16221,638,180,310
16222,1240,352,398
16223,2595,465,507
16224,1193,213,710
16225,1093,151,427
16226,2415,745,721
16227,2800,741,718
16228,970,257,352
16229,3033,591,748
16230,2740,622,913
16231,3019,577,1572
16232,3184,712,839
16233,852,250,313
16234,1062,142,318
16235,2039,993,801
16236,1920,375,399
16237,3911,1304,1182
16238,2328,881,594
16239,3566,1961,671
16240,2406,888,2511
16241,5418,1196,953
16242,2704,2144,463
16243,3850,934,1109
16244,2789,658,677
16245,1787,593,789
16246,2476,1033,1083
16247,3497,853,953
16248,2178,506,1286
16249,2079,672,825
16250,1688,323,735
16251,2653,796,867
16252,2489,779,1107
16253,1598,427,853
16254,3655,1010,641
16255,911,244,274
16256,1301,409,576
16257,2007,434,933
16258,2250,840,820
16259,1162,304,225
16260,1406,642,230
16261,1245,513,457
16262,1245,360,381
16263,778,274,313
16264,2101,588,897
16265,2092,599,740
16266,3052,661,749
16267,2312,422,712
16268,2962,741,445
16269,855,511,515
16270,2587,651,574
16271,1720,412,885
16272,1839,455,602
16273,1294,634,787
16274,2442,503,870
16275,3166,940,1187
16276,2228,619,797
16277,2165,641,1176
16278,3139,984,1250
16279,2035,288,1327
16280,2665,610,1342
16281,2272,772,830
16282,4864,1218,838
16283,3373,1060,314
16284,4005,927,1044
