Hispanic_ACS_10_14,NH_White_alone_ACS_10_14,NH_Blk_alone_ACS_10_14,NH_AIAN_alone_ACS_10_14,NH_Asian_alone_ACS_10_14,NH_NHOPI_alone_ACS_10_14,NH_SOR_alone_ACS_10_14
312,247,1103,60,0,0,9
397,652,847,0,259,0,0
671,182,402,39,6,0,0
183,3339,75,0,12,0,0
23,3796,14,0,50,8,0
56,3608,16,24,42,0,0
660,3760,400,0,216,0,0
217,3997,83,30,140,0,26
221,2328,186,0,108,0,1
300,3388,150,0,26,0,23
285,3036,129,0,0,0,0
98,2583,146,0,18,0,0
733,2361,1746,0,91,0,55
133,2484,350,0,91,0,0
500,4192,512,0,90,0,0
115,3340,379,0,30,0,0
87,3139,63,0,20,0,0
43,1840,27,0,14,0,0
121,4961,77,0,81,0,0
192,4524,66,0,77,0,1
20,4507,56,0,383,0,0
64,7484,126,18,182,0,0
132,5669,62,0,23,0,0
456,7230,245,0,650,0,31
444,5603,94,7,147,0,12
119,5623,163,0,46,0,0
182,5677,149,15,273,0,0
100,5693,15,0,208,0,0
147,5815,103,0,161,2,35
110,983,4,0,20,0,0
51,2126,35,0,38,0,0
139,1882,14,0,50,0,0
112,8104,115,0,177,0,0
22,4983,32,0,205,0,0
62,4507,4,0,165,0,0
39,6727,19,9,146,0,10
30,3045,127,0,140,0,6
79,4898,5,1,194,0,0
262,5294,160,39,258,41,0
117,5585,212,34,40,0,0
155,2476,213,9,19,0,0
266,3099,318,0,71,0,0
220,5002,308,4,254,0,10
31,3473,138,0,39,0,5
115,5426,83,0,224,11,100
36,3929,31,0,412,0,0
225,3584,67,0,211,0,28
74,4059,159,48,818,0,0
72,2974,12,14,0,0,0
67,5827,21,0,167,0,19
34,4092,175,0,108,0,0
135,4133,80,0,324,0,0
158,3395,161,0,86,0,16
359,3807,373,0,450,0,0
27,4115,264,0,651,0,0
76,4302,907,24,2143,0,3
223,4207,360,49,658,0,0
427,5184,488,0,407,0,0
557,4639,462,18,502,0,17
121,3644,845,21,406,0,0
212,4770,527,0,128,4,0
226,6462,612,65,489,0,186
86,3814,432,20,391,11,14
300,4510,462,0,713,0,19
117,3274,57,0,20,0,0
412,3115,530,7,125,9,0
49,2889,142,0,124,0,0
261,4821,160,0,193,0,0
152,3306,144,0,58,0,0
497,7791,176,0,180,0,0
52,5815,110,0,84,0,0
68,3687,19,41,32,0,0
258,4322,276,0,22,0,0
178,4973,115,0,82,0,0
188,3923,803,0,86,0,51
40,2064,34,2,11,0,0
167,3479,8,0,1,0,0
604,5440,304,25,0,0,392
241,3366,191,0,311,0,0
391,2447,889,60,50,0,0
197,3704,392,7,98,0,0
225,4203,81,0,17,0,47
324,2991,283,17,36,0,0
240,3033,414,0,93,0,0
167,3934,100,0,33,0,0
360,3294,337,0,13,0,0
85,5737,507,0,79,0,0
746,4831,571,16,495,0,11
48,1891,283,0,67,0,5
355,2369,209,0,123,13,0
289,3899,524,0,163,0,155
200,3742,587,7,42,0,11
80,3591,443,6,28,0,0
167,2717,410,8,47,0,0
15,4540,589,0,140,0,0
304,4800,155,9,136,0,0
262,4831,160,0,77,0,0
381,3322,1052,0,132,0,0
164,4193,322,0,23,0,0
159,4758,161,13,72,0,0
73,3374,0,35,48,0,0
309,6662,21,0,33,0,0
302,4916,78,0,137,0,0
142,4682,164,19,37,0,0
230,5169,185,15,70,0,13
0,3387,79,10,63,0,0
254,5165,94,0,28,0,0
33,4347,251,0,75,0,0
0,4309,4,0,13,0,0
406,6308,4,0,26,0,0
103,2546,167,30,147,0,0
29,2647,110,0,35,0,0
180,3784,90,52,84,0,0
61,3719,18,7,54,0,0
0,0,0,0,0,0,0
0,13,0,0,3,0,0
0,0,0,0,0,0,0
668,1618,1,7,0,0,0
766,1190,40,0,22,0,0
149,1500,50,0,29,0,0
631,2149,2,0,14,0,0
889,1146,108,0,0,0,33
445,2059,178,0,0,0,0
854,1789,27,0,8,0,0
684,769,95,0,24,22,0
302,5469,12,0,0,0,4
140,3480,51,0,73,0,0
31,3108,12,0,3,0,0
56,2500,9,6,0,0,0
29,4109,0,0,42,0,0
125,3397,66,32,16,0,0
97,4017,82,3,24,0,0
106,3700,38,0,29,0,54
120,4683,110,0,99,4,0
440,3535,18,0,192,0,0
212,4672,112,62,660,0,0
150,4641,25,0,540,0,0
289,4776,31,0,1245,0,0
636,4541,78,68,714,0,0
215,2277,250,0,1218,0,0
136,5462,224,0,2186,0,12
125,5029,74,0,302,0,6
1670,3858,34,0,978,0,0
329,3602,190,0,383,0,0
800,4600,1,0,172,0,0
1074,2703,401,0,466,0,0
63,1843,0,0,130,0,0
106,2755,0,0,299,0,2
382,3700,27,0,592,0,0
104,2467,0,0,95,0,0
953,2705,660,0,505,0,0
101,2645,0,17,194,0,6
151,4186,62,0,466,0,0
44,3827,8,0,267,0,0
219,2723,1,0,358,0,0
577,2557,259,0,829,0,76
82,2364,9,0,1971,0,0
345,3448,1,35,1260,0,0
56,1963,0,0,725,0,0
156,1721,52,7,623,0,0
528,1484,129,0,446,0,4
160,2394,21,0,1893,0,36
730,3156,138,0,1774,0,21
365,2938,66,39,1086,0,0
641,3092,1,11,1803,0,26
503,1567,65,0,1333,0,145
264,2061,46,30,1713,0,93
310,1538,140,0,1754,0,0
770,2012,16,0,1087,0,88
458,2115,1,0,762,0,0
345,3264,2,157,93,0,0
126,2334,0,0,109,0,0
888,3754,20,0,523,0,0
2331,4348,99,0,471,0,0
941,4876,42,0,573,0,0
542,3856,220,0,715,0,0
693,1213,1910,0,268,0,0
189,2239,21,0,174,0,0
1276,2453,263,19,200,25,0
2166,559,1123,0,285,0,144
1957,717,502,0,138,0,140
2105,128,2938,0,0,14,285
2918,54,1672,0,76,0,15
515,1536,23,0,733,0,56
261,4402,26,8,38,0,18
556,3087,325,9,365,0,0
361,3608,0,22,281,0,0
1113,3699,62,0,1143,0,70
1813,1399,2565,0,808,0,120
448,362,4108,0,384,0,92
1312,442,2243,0,611,11,0
1428,1116,1832,7,1274,0,148
1050,1319,4636,0,670,0,205
1539,1463,2721,0,1628,0,74
491,2498,119,0,421,0,53
652,3197,35,0,166,0,0
1798,4351,691,0,1325,0,0
752,4437,61,0,634,0,0
670,3270,100,0,136,0,0
699,3497,52,0,461,0,0
399,3041,40,0,419,0,86
584,3488,394,0,409,0,0
802,3214,193,0,618,0,16
530,2032,445,0,215,0,0
267,2004,365,0,185,0,0
722,1051,735,0,188,0,0
1373,155,4463,93,34,0,3
172,3421,7,0,112,0,101
250,6447,0,0,10,0,11
342,6181,24,0,132,0,0
182,3615,0,0,209,0,0
1625,452,892,0,28,0,24
1116,852,2353,0,369,0,0
2270,71,1788,0,7,0,14
2778,124,1587,12,5,0,0
2926,437,3444,0,166,0,0
2961,141,4095,0,177,0,0
1721,271,3514,0,29,0,14
2129,253,3701,0,0,0,0
2631,460,1872,1,41,0,136
1219,431,1761,0,125,0,0
1206,554,1126,0,117,0,23
507,4127,1055,32,364,0,3
1819,963,1590,13,168,0,13
1873,391,3119,0,93,0,37
1038,614,1831,0,145,0,0
2433,220,2470,0,22,0,50
1876,244,3096,27,9,0,25
595,3434,194,0,1014,0,0
1249,3338,165,0,535,0,22
1436,3520,116,13,725,0,0
294,804,746,0,251,0,0
235,4435,459,0,730,0,0
572,4612,28,0,664,0,0
435,4942,265,0,652,0,52
616,4733,0,0,651,0,0
794,5112,15,0,775,0,0
369,3012,113,0,244,0,0
179,5693,106,0,280,0,0
888,3314,43,0,284,0,14
624,3600,73,0,457,0,0
812,5353,88,0,724,0,0
560,4417,24,0,567,0,0
712,4650,33,15,491,0,16
662,4057,12,0,348,0,5
930,4874,1,0,369,0,0
207,3778,0,0,170,0,12
678,3530,23,0,238,0,23
144,3809,0,0,198,0,0
534,4278,13,0,159,0,37
203,3747,0,0,131,0,0
697,648,3252,39,828,0,0
1350,1494,4101,0,855,0,168
211,1218,1412,0,536,0,66
234,5131,169,0,363,0,0
334,3193,60,0,63,0,0
2085,1573,1579,0,667,0,204
1787,798,2183,0,751,0,0
2129,2401,1260,12,1691,0,0
2150,3256,534,0,938,0,127
2179,3220,268,0,788,0,0
1024,2661,251,0,658,0,0
805,2447,1923,0,948,0,61
1959,1817,699,0,366,0,64
2271,660,1454,10,87,0,0
1497,4970,0,0,164,0,0
288,2827,309,0,111,0,174
319,6250,46,0,70,0,0
400,5465,185,0,383,0,18
106,2544,25,0,63,0,0
191,6256,19,0,43,0,0
216,5713,9,0,514,0,0
627,5121,283,0,255,0,30
553,2716,50,0,119,0,26
436,2661,143,0,306,0,0
1087,4532,59,0,375,0,0
1072,5178,10,0,96,0,0
205,4896,0,0,0,0,0
506,2383,33,0,59,0,90
545,2629,264,0,110,0,25
536,4063,690,0,19,0,3
241,4018,0,57,47,0,0
167,3415,15,0,68,0,0
321,3522,0,0,7,0,0
634,1984,448,0,97,0,8
1060,816,3627,0,241,0,0
403,3213,6,0,225,0,0
136,3182,0,0,169,0,0
730,4286,44,0,19,0,0
394,5452,95,0,79,0,0
610,5561,1,0,210,0,0
536,4809,30,13,8,0,0
2371,3047,2262,0,263,0,0
1620,2528,1010,0,180,0,17
1311,3315,704,0,65,0,44
744,1876,1398,22,137,0,8
432,2130,754,0,142,0,0
2641,180,4424,0,12,0,19
855,54,3105,12,127,0,16
1872,60,2712,0,0,0,23
1842,644,3478,0,16,0,27
3508,779,1245,3,160,0,16
2269,241,2102,10,0,12,44
1780,757,417,0,216,0,92
1593,1468,1542,0,0,0,0
2108,635,661,0,23,0,0
2593,600,1891,54,181,0,176
1446,2266,1198,0,37,0,16
1228,2168,591,0,204,0,0
269,2964,8,0,348,0,0
265,4032,18,0,64,0,0
707,5523,5,24,247,0,67
1104,5349,31,151,850,0,0
794,4858,307,0,255,0,0
111,2230,28,5,102,0,0
103,4727,40,0,124,0,0
297,3145,29,0,72,0,0
340,3618,0,0,42,0,0
425,5215,27,0,564,0,0
244,4732,25,0,96,0,0
225,4288,2,0,198,0,9
77,2502,11,0,5,0,0
250,5072,3,0,402,0,0
340,5566,16,0,159,0,9
369,6627,44,0,113,0,0
232,3533,2,0,110,0,0
237,6284,0,0,43,0,0
686,3068,29,41,96,0,0
1251,3033,20,0,293,0,14
223,3508,67,0,29,0,0
193,3506,20,0,0,0,0
213,2598,207,0,77,0,6
2732,2172,1205,0,245,0,248
801,4186,181,0,172,0,0
1152,2733,95,20,196,0,19
787,2712,74,0,493,0,12
122,1818,0,0,52,0,84
281,3697,0,0,33,0,0
273,3481,3,0,0,0,0
293,2593,129,0,144,0,7
2222,2328,455,0,140,0,118
135,1985,54,0,221,0,4
3936,3177,868,0,116,0,510
793,1914,44,0,96,0,0
929,3128,128,43,290,0,166
270,4254,235,0,91,0,69
177,3468,19,0,173,0,0
560,3872,4,0,76,0,0
378,5677,304,0,1362,0,3
103,2401,164,0,352,0,0
173,3062,26,6,192,0,0
454,2682,74,0,13,11,0
282,4454,20,0,68,0,0
84,2696,25,14,31,0,0
997,4699,328,0,270,0,239
163,2415,1,0,91,0,0
143,3584,73,0,303,0,24
102,3432,145,0,530,0,0
53,3934,64,0,227,0,0
432,4139,16,0,1007,0,0
305,3132,23,0,917,0,0
25,4544,154,0,1808,0,0
91,1724,121,40,1046,0,0
92,2769,0,0,1005,0,1
218,3489,84,58,1484,0,0
110,2428,22,0,770,0,0
1297,3295,560,0,1620,0,0
654,4194,240,0,1030,0,0
881,3906,3,20,966,0,135
687,4175,40,0,1054,0,31
1346,2944,160,0,1355,0,29
382,3244,2,0,848,0,9
366,4203,5,0,1208,0,166
254,3303,5,0,862,0,0
36,1974,0,0,90,0,0
223,4784,86,0,428,0,0
155,2795,12,33,422,0,0
105,2542,5,0,411,0,0
224,1898,0,10,343,0,0
227,4196,60,0,538,0,0
161,4789,21,0,241,0,0
568,5624,3,0,417,0,131
383,3417,3,0,426,0,0
91,5107,0,0,287,0,0
266,2504,4,0,480,0,0
478,5208,13,0,118,0,82
375,2786,76,0,502,0,0
960,3228,91,0,166,0,35
574,2969,10,0,304,0,0
278,4331,179,0,64,0,9
626,4806,97,0,261,0,0
336,4523,77,0,67,0,0
275,3688,2,0,86,0,0
108,4452,31,0,182,0,0
233,4693,0,0,157,0,8
230,4602,0,0,81,0,0
189,2702,87,0,96,0,6
194,1980,10,32,18,0,0
228,5161,0,0,31,0,0
195,6266,1,0,145,0,0
326,4336,19,0,41,0,0
176,4192,6,0,36,0,0
255,3009,10,0,30,0,0
370,4153,13,0,91,0,10
130,3442,168,5,10,0,0
196,4009,63,0,65,0,0
181,3847,3,0,27,0,0
2578,2683,1995,0,209,0,57
256,4575,1,0,13,0,0
102,557,91,0,112,0,6
147,620,186,0,58,0,8
149,608,226,13,166,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
882,330,145,0,1334,0,0
3168,2050,753,0,2044,0,158
0,0,0,0,0,0,0
3500,521,983,42,6189,0,0
574,5894,284,0,1683,0,61
262,727,88,14,7814,0,277
154,1048,32,0,118,0,9
389,1136,35,0,75,0,0
4130,273,1120,31,562,0,0
1019,1522,108,0,838,0,21
454,2797,115,0,739,0,0
410,2074,158,0,493,0,0
545,956,128,0,891,0,56
534,3439,349,0,1575,0,0
479,4594,292,34,1700,0,16
337,950,20,0,6167,0,0
794,2194,257,41,4719,0,99
3147,89,701,0,935,0,0
194,4746,200,0,1023,0,0
3029,1005,1001,0,1700,0,0
333,1011,93,0,470,0,0
2661,518,642,0,1040,0,705
2243,40,498,264,2230,0,7
1934,1089,314,0,640,0,0
763,2221,180,0,768,74,0
15,216,10,14,943,0,0
3530,2064,680,0,939,0,35
597,356,590,14,4118,0,0
730,2107,82,0,1144,0,0
734,1481,204,0,442,56,8
244,1652,159,12,514,0,0
623,5798,186,2,1080,0,0
382,3900,127,0,554,0,64
1245,4297,136,0,824,0,0
1156,920,322,27,719,0,12
372,1593,345,35,426,0,0
135,2153,50,0,223,0,24
841,5509,431,0,1362,0,0
598,3660,173,0,413,0,19
640,7114,528,0,1074,0,0
359,2517,107,21,4468,10,0
219,3474,269,0,944,0,0
340,2554,5,0,1004,0,164
1305,12243,536,0,2191,0,93
23,739,3,0,204,0,0
94,2017,0,0,88,0,0
584,4952,405,74,1214,9,155
265,3784,110,0,336,0,11
334,4241,0,0,633,0,0
189,2744,96,15,545,0,0
469,3354,95,105,399,0,34
52,4106,80,19,566,0,21
350,1645,124,0,194,40,21
375,1650,192,0,504,0,0
173,2281,70,0,306,0,0
97,2065,22,0,692,0,50
202,4671,148,19,550,0,49
420,3556,205,0,773,0,17
383,3904,90,0,522,0,28
643,2181,660,0,885,0,117
290,5037,63,0,469,0,45
431,5728,266,99,879,0,0
363,4654,213,0,656,0,47
2799,5957,778,0,1612,0,77
208,4139,176,0,331,0,0
576,5065,422,9,772,0,100
175,2059,100,0,187,0,59
242,5574,120,13,1689,0,144
219,4706,83,136,765,0,15
523,5387,95,0,1016,0,43
468,4799,149,0,315,0,1
375,2641,93,0,530,0,0
374,3871,27,0,252,0,0
60,1077,90,8,807,0,8
368,4558,41,0,354,0,0
793,5029,167,0,1364,0,23
349,4006,13,11,180,0,18
339,3912,104,0,542,0,0
924,6687,205,0,675,0,0
144,2178,469,0,533,0,31
762,2166,321,134,431,0,0
94,721,48,0,930,0,0
182,1862,58,97,510,0,0
0,0,0,0,0,0,0
215,3940,0,0,101,0,21
1009,5130,37,0,944,0,64
373,4400,142,0,1482,0,60
642,3942,420,0,397,0,131
599,4419,167,0,1884,7,0
429,4600,100,0,1067,0,0
153,1168,73,0,292,0,7
2195,5921,1876,0,441,0,0
0,29,0,0,0,0,4
158,2286,120,0,613,0,0
7,94,0,11,35,0,0
1531,2449,280,9,672,0,0
453,5569,118,0,974,0,39
294,2340,201,4,1075,0,24
249,1232,22,5,259,0,24
111,647,74,9,329,0,6
3,208,4,0,10,0,0
91,1131,161,71,492,0,0
143,714,20,0,129,0,0
398,6014,126,0,605,0,0
318,3365,176,0,443,0,0
567,6814,177,0,1070,0,0
2,146,20,0,47,0,0
635,6623,205,0,306,0,0
808,2100,373,14,1042,0,12
24,686,16,9,108,0,0
3,247,0,0,16,0,0
126,975,32,0,165,0,0
16,33,13,0,75,0,0
8,1168,13,0,135,0,0
118,1990,11,0,256,0,0
605,1113,239,0,623,0,60
190,2239,441,14,304,12,16
852,1719,296,0,592,0,0
311,8097,39,0,930,0,0
254,412,343,0,17,0,0
173,2858,43,32,176,0,0
1501,5274,473,0,850,0,18
99,3173,0,0,14,0,0
1034,7236,525,0,1577,5,0
148,1372,69,7,813,0,0
550,8708,172,0,1379,0,17
1527,3875,178,0,779,0,120
287,5349,7,0,148,0,18
780,3031,294,0,991,0,124
132,3297,10,26,146,0,0
418,1667,126,0,368,0,28
768,8173,21,0,668,111,0
1207,3072,141,0,704,16,0
783,9275,99,0,685,0,0
2380,2355,518,0,762,0,0
741,13206,181,0,998,185,36
374,5118,97,0,1273,0,54
924,10496,170,0,897,0,0
693,5707,330,0,843,0,0
408,6418,53,0,663,0,0
318,3632,14,44,94,0,39
2,0,1,0,0,0,0
287,4297,16,0,326,0,0
262,6240,225,0,611,0,0
539,3924,158,0,721,0,13
260,3626,43,49,359,0,0
591,6112,157,0,769,0,61
170,1773,57,0,683,5,31
146,2276,52,15,308,0,46
364,5671,89,0,658,0,0
395,4550,78,5,745,0,15
23,1861,89,0,159,0,0
494,4770,28,0,108,0,0
2352,3067,559,0,1338,0,27
1883,3697,706,0,767,0,0
853,7171,196,0,674,0,0
1864,10493,407,0,1724,0,0
488,8101,169,0,1040,0,89
748,3715,355,0,835,13,0
899,360,311,0,657,0,6
407,8878,89,0,537,0,11
366,4657,220,0,228,0,25
490,2570,261,0,1033,0,19
485,7178,152,15,661,0,0
246,3097,6,0,235,0,10
465,2157,100,0,403,0,49
220,5606,93,8,491,0,16
4238,636,3593,0,425,6,22
291,5870,106,0,901,0,0
3127,885,1717,0,720,0,154
627,5634,318,0,303,0,15
4218,1901,1137,0,335,0,26
441,5358,65,0,307,0,42
2004,800,1773,0,218,0,30
589,6211,314,0,417,0,25
3542,550,2063,0,1146,97,140
968,7063,647,0,487,0,0
3501,581,1232,0,317,0,9
1541,5872,385,0,843,0,0
1897,463,1513,0,457,0,0
708,553,884,0,300,0,57
1720,7995,378,132,328,0,93
2772,4349,1144,0,752,0,43
1897,914,704,0,199,0,149
1520,6576,583,0,477,0,0
4407,476,2093,0,565,0,129
1588,5204,1483,0,731,0,132
4111,558,1592,0,126,0,166
1433,5457,488,0,905,0,0
4278,355,2895,0,625,0,58
341,3259,729,8,670,0,0
2478,302,4136,9,266,0,22
1565,5635,477,0,1050,0,1
3044,1104,1125,0,233,0,0
5346,3143,3074,32,580,0,69
379,436,1771,21,305,0,31
1151,6575,764,30,806,0,17
2283,81,1516,0,169,0,0
4219,3339,886,0,577,0,209
3679,225,2383,0,216,0,41
1674,4888,125,0,1065,0,0
2515,315,1042,0,227,0,0
197,420,65,0,216,0,0
561,772,660,0,172,0,0
217,476,1641,0,123,0,0
1065,6159,596,9,1739,0,0
425,738,1529,0,194,0,86
156,1140,187,13,274,0,0
922,966,2066,0,75,0,74
239,1916,396,16,646,0,0
368,3556,315,0,810,6,0
439,300,2065,0,109,0,0
360,1901,100,4,764,0,45
726,1087,2760,0,564,0,0
1682,179,2049,0,44,0,0
1724,348,4818,0,92,0,0
2271,2973,1680,0,2286,0,262
810,242,2844,0,215,0,4
1987,746,2634,0,55,0,125
185,201,2222,4,120,0,0
925,521,2012,0,73,0,15
1333,1785,4996,0,115,0,13
0,0,0,0,0,0,0
1124,1431,4465,0,189,0,0
3343,150,2238,0,147,23,57
1084,833,3204,0,272,0,73
97,539,1458,0,128,0,65
462,770,1722,7,75,0,21
5852,924,697,0,383,0,0
1944,425,908,0,114,0,0
2135,275,4642,25,112,36,19
6571,1255,2407,34,140,0,0
680,447,2777,27,66,0,0
1905,702,2548,0,146,0,13
779,549,3807,52,132,0,0
4460,1202,2391,0,123,0,20
2290,595,5962,0,73,0,21
2474,1551,1973,0,144,0,0
2492,95,5806,48,202,0,0
2989,1154,2083,0,202,0,0
1641,555,2802,46,41,0,8
2375,639,2786,0,174,0,0
292,169,1197,0,0,0,0
1291,62,5454,16,86,0,0
4018,829,2231,65,168,0,79
1578,4019,1196,0,2439,0,25
316,1313,441,0,295,0,0
1201,227,1022,0,17,0,29
490,303,690,5,41,0,10
4071,829,2256,0,250,0,22
1864,142,1509,5,168,0,0
2003,701,1504,0,0,0,0
3232,47,3025,32,167,0,29
12812,968,1399,0,192,0,328
5761,1041,540,0,318,0,21
882,54,223,0,17,0,21
1839,300,325,0,65,0,0
8606,1576,729,0,354,0,0
2027,2118,434,13,771,0,12
801,1077,2107,0,380,0,7
1360,758,1850,36,275,0,17
12242,321,659,0,316,0,43
8025,704,381,0,99,0,105
4766,1787,440,0,255,0,0
931,1232,47,19,99,0,0
8206,509,270,0,128,0,38
6339,2572,215,0,313,0,61
2037,4081,400,0,241,0,19
716,2161,180,0,260,0,8
6376,658,776,13,45,0,0
8542,1997,512,0,188,0,15
374,2291,138,0,97,0,0
5342,1440,592,0,351,0,0
6845,540,312,11,80,0,0
2703,1194,167,0,94,0,18
11271,327,380,0,165,0,35
8170,386,211,0,167,0,0
5461,2297,166,0,231,10,52
0,0,42,0,0,0,0
3437,102,780,1,0,0,0
2763,1332,143,0,53,0,10
1193,1962,166,0,102,0,0
6785,707,1830,17,48,0,5
0,0,0,0,0,0,0
773,6197,62,0,1153,0,58
899,3791,82,0,1408,0,13
0,0,0,0,0,0,0
100,3129,66,48,0,0,42
52,257,1989,23,0,0,0
0,1603,392,0,18,30,0
63,697,725,0,0,0,0
32,1316,735,38,0,0,0
13,340,849,3,0,0,4
117,1752,980,0,0,0,0
127,1135,1543,0,67,0,0
44,1911,545,16,96,0,0
21,644,474,23,101,0,11
66,1312,724,90,0,0,0
124,1349,668,45,20,8,0
10,1714,344,10,39,0,0
0,2546,743,49,8,0,0
141,3048,118,0,5,0,0
85,2283,56,85,7,0,0
42,3293,257,13,8,0,0
9,2468,66,0,57,0,0
36,1631,81,9,0,0,0
14,2520,48,0,16,0,0
75,2277,103,80,8,11,0
44,5327,190,47,0,27,0
0,6451,3,0,0,0,0
257,9391,239,68,226,0,0
260,7120,270,0,377,0,0
160,3392,77,0,0,0,0
36,3285,2,38,0,0,0
9,2281,0,0,0,0,0
82,2673,62,0,0,0,0
48,2022,61,16,9,0,0
84,2233,7,0,54,0,0
101,2580,26,8,3,0,0
64,6418,215,19,204,32,26
265,6450,314,13,19,0,10
118,3707,108,0,58,0,0
233,4879,276,0,15,0,0
81,3307,66,0,234,0,0
84,2313,378,0,18,0,0
136,3218,269,16,100,0,34
122,1194,278,23,0,0,0
185,2714,77,0,113,0,0
69,3830,387,0,0,9,0
356,4454,37,0,9,0,21
0,5667,32,32,33,246,0
6,1689,0,0,6,0,0
76,3734,0,56,7,0,0
177,2457,9,28,0,0,0
0,6466,16,0,0,0,0
49,2898,2,18,1,0,0
0,1193,1,5,0,0,3
75,4599,29,0,0,0,0
284,5114,133,40,0,0,0
19,2639,0,25,19,0,0
0,4857,67,0,63,0,0
155,4858,0,44,47,0,0
129,3077,56,21,48,0,0
70,2824,59,8,0,0,0
146,3455,2,85,12,0,0
1,4556,101,0,29,0,11
19,86,0,801,98,5,7
0,0,0,0,0,0,0
0,0,0,0,0,0,0
163,683,148,1,12,0,0
78,421,234,31,238,0,0
113,1860,254,0,72,0,0
659,2429,613,3,212,0,0
662,1234,140,11,598,0,85
128,1437,331,0,52,0,0
316,629,327,3,184,0,0
159,432,99,7,75,0,8
270,1205,559,27,388,0,0
242,962,183,4,20,0,0
320,754,358,0,314,0,0
285,1038,427,1,968,0,0
336,2566,414,3,0,0,19
643,2899,226,11,135,0,0
134,2732,77,0,91,0,0
176,1780,645,0,256,0,0
146,1163,425,0,8,0,0
382,464,1162,0,410,0,0
341,4301,465,0,104,0,0
38,1982,42,0,35,0,0
112,3052,60,0,64,0,0
94,2108,236,0,217,0,0
167,1798,90,14,26,0,0
292,2850,188,2,0,0,0
65,2586,58,0,30,0,0
0,2742,16,0,7,0,0
28,3328,149,0,17,0,108
282,2720,160,3,71,0,0
52,2002,14,0,60,0,0
50,4054,40,3,66,0,11
28,2632,129,0,27,28,16
,,,,,,
3,4439,17,0,0,0,0
92,2552,0,3,21,0,0
52,4025,230,12,49,0,0
17,2361,12,4,0,0,0
38,4439,15,0,6,0,0
45,3636,11,59,12,0,0
38,2207,3,0,18,0,0
6,1965,23,0,0,0,0
18,4386,2,0,25,0,0
6,1452,0,9,0,0,0
38,2843,8,0,10,0,0
34,4415,0,16,64,0,0
40,2832,102,1,20,0,12
190,3246,9,0,6,0,0
82,2346,47,0,1,0,0
106,3863,10,0,0,0,0
72,4717,37,1,49,0,0
25,6236,0,0,0,0,0
112,2871,78,0,11,0,0
,,,,,,
73,3112,0,0,23,0,0
81,3611,56,0,63,0,0
141,2638,155,0,217,0,10
55,1684,28,0,0,0,0
1,4313,5,0,65,0,0
158,6564,51,41,442,0,0
36,5753,12,25,209,0,0
121,4129,57,0,14,0,0
71,4318,14,2,5,0,12
14,2508,6,0,0,0,0
31,1424,41,2,0,0,2
516,552,605,0,10,0,12
91,2406,143,6,0,0,0
89,5413,172,6,162,0,0
541,2820,291,3,91,0,0
626,1421,1336,27,1207,0,11
98,697,131,0,15,0,6
788,869,1085,8,52,0,18
0,5392,0,2,14,0,0
,,,,,,
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
14,443,76,0,65,0,0
201,2135,198,0,213,0,0
90,1073,305,5,145,0,0
168,2750,287,0,142,0,0
76,998,387,17,480,0,0
198,1902,674,186,617,0,50
152,541,455,0,277,0,0
93,1194,1115,60,8,0,30
61,2544,353,0,101,0,0
352,2611,893,93,36,0,24
320,1160,588,0,1232,0,0
387,804,1026,0,706,0,122
241,1845,742,15,121,0,0
477,1371,442,18,36,0,23
240,1882,268,10,0,0,0
72,2031,381,33,57,0,0
94,2886,252,10,68,0,0
89,1668,239,25,0,0,0
650,1520,711,48,112,0,9
170,716,539,13,263,0,0
178,788,698,16,236,6,0
53,1604,57,0,0,0,0
123,2279,49,0,0,0,0
847,334,671,24,2,0,0
59,1017,527,15,428,0,0
106,524,315,25,176,0,0
275,854,1028,0,169,0,0
217,759,1258,0,43,0,0
125,708,1220,4,57,0,7
513,1151,792,0,5,0,0
783,901,1493,29,9,0,0
153,549,921,77,0,0,0
357,128,1710,0,6,0,0
210,746,532,0,99,0,0
440,4483,541,38,1003,0,0
52,1712,27,0,209,8,10
134,3288,185,0,246,3,43
147,3666,1027,8,204,2,21
22,1273,234,15,0,0,0
91,936,182,0,10,0,9
120,1975,802,0,0,0,0
333,508,1232,9,34,0,0
181,215,1601,62,5,0,0
64,212,1659,16,0,2,0
465,138,2172,19,204,0,12
55,1702,1141,19,595,0,0
35,1074,180,0,71,0,0
274,2283,455,5,419,0,119
51,710,894,56,0,0,0
318,253,1847,6,0,0,4
142,224,1313,0,42,0,0
276,1759,1452,45,0,0,0
126,1209,2150,49,0,0,0
59,1082,490,0,274,0,0
107,1772,513,54,9,0,0
113,2731,0,0,20,0,0
53,5431,130,27,114,0,0
61,5369,191,12,12,0,0
6,2579,82,0,121,0,0
38,3456,52,24,146,0,9
243,3847,9,32,38,0,0
33,2241,52,4,14,0,0
1,2061,18,38,11,0,0
6,1698,18,8,0,0,0
171,4527,58,44,0,0,0
50,1974,97,0,0,0,0
102,2919,42,0,130,0,0
98,3615,46,7,131,0,0
32,2650,114,3,51,0,0
136,2836,131,0,20,0,0
165,5196,414,0,107,0,0
