One_Health_Ins_ACS_10_14,Two_Plus_Health_Ins_ACS_10_14,No_Health_Ins_ACS_10_14
6821,624,2356
2923,526,1494
4856,627,1756
4681,780,1459
2703,278,584
4185,414,757
6810,613,1567
3289,546,644
5242,514,785
4655,690,1618
4092,896,1065
8588,1399,2266
2553,450,609
3407,1018,806
5572,838,939
3455,878,1442
2680,819,612
3535,782,596
1453,563,492
5085,419,2365
3942,246,1104
2366,468,629
3318,794,429
4370,1263,1839
4775,914,1342
1944,277,1084
2580,775,957
4115,787,1457
10192,1582,1579
2698,285,970
3954,604,1305
2997,1176,474
2416,925,893
2341,535,914
3684,993,548
3561,454,787
2657,509,1002
4505,834,992
2457,351,267
6824,1293,1459
2949,632,1047
4311,808,1445
6718,1118,2730
2598,474,1084
4830,740,1466
2002,585,684
4008,671,1066
6040,503,1704
2935,295,1261
2923,454,990
4465,696,2015
5928,1068,2953
5043,476,3068
2809,290,2006
2399,535,1631
3325,397,1954
5424,655,2678
3696,749,1614
5412,639,1260
7946,1159,1128
7504,850,1626
5472,452,2090
3301,540,1604
2371,752,807
2961,423,866
1864,286,1203
2221,162,1672
2693,203,1829
5135,1543,1294
2522,442,1553
2971,436,2044
3870,920,2032
4112,922,1364
2599,451,1665
3985,441,2189
3391,576,662
2898,619,815
1569,303,482
3968,348,1475
3769,577,1338
3288,416,1437
3422,785,1849
2047,388,1014
5629,941,647
3494,625,2156
3114,1196,550
3922,914,2098
5606,956,1263
3651,275,1327
3697,447,1696
10369,1042,2096
5128,706,1662
13019,1360,2433
3879,1168,1638
1693,581,1091
3678,808,1164
2867,712,590
2581,403,881
4353,646,800
2358,352,978
4386,286,789
3223,245,680
6187,1059,1049
2580,427,749
2815,305,1490
5411,682,1115
4190,477,612
1892,441,1103
2353,517,433
4177,551,1727
2576,256,1766
2397,206,2104
2544,343,2193
4468,370,2296
3208,557,1427
2277,641,991
489,58,307
2413,339,1244
3030,290,2084
2274,148,1378
1762,63,1472
1878,538,1093
3745,559,2338
2348,355,1879
675,101,172
3152,572,2644
3943,783,1547
2853,208,2659
4793,420,3013
2003,230,1005
2852,669,1545
4093,337,3016
3252,709,1354
4421,688,2276
3404,836,518
3127,416,944
4033,433,627
3465,936,927
3253,479,1426
2551,392,653
3593,674,1304
4819,579,715
2197,464,1533
2524,260,1721
2397,415,1621
2252,337,2034
2258,498,177
2528,418,613
682,5,128
3504,1303,1058
4264,507,1028
1812,475,464
3834,553,796
5463,1102,817
4128,712,975
2674,404,1897
2831,757,345
4557,901,3858
2644,701,119
4223,748,903
3660,207,3153
3154,680,165
3628,495,860
1901,32,2362
1359,495,1439
2681,211,68
4623,338,184
3384,435,159
6382,761,175
3563,616,175
2042,288,79
1298,264,75
3727,846,177
2373,280,1614
3724,241,443
1109,236,1051
2145,725,1155
1159,436,578
4098,419,1164
3088,629,1381
1931,412,106
3186,581,566
0,0,0
0,0,0
3081,709,723
1048,292,410
1966,581,1089
1074,191,404
4039,836,1266
3441,683,1453
2390,368,925
2068,528,1142
1871,611,523
1131,456,567
7096,1380,2098
2139,365,767
6157,559,1068
4910,714,701
4167,351,791
11451,730,567
2729,312,60
4621,443,439
3509,252,363
2530,281,337
7965,782,1532
5813,853,2424
3740,506,999
7255,1190,1488
4192,416,647
2850,521,446
1374,199,291
8660,979,832
5705,1240,250
5008,475,1154
7949,650,589
8010,803,1123
6751,825,1327
1299,1302,81
5258,389,1438
3369,754,717
2202,431,823
3976,720,1749
1984,301,629
5283,929,469
1215,331,298
3282,394,1969
4786,865,2694
2184,247,689
3639,396,877
3367,176,1444
4732,445,938
1734,239,632
4107,703,1437
2345,443,764
2803,206,788
4783,593,1108
3542,732,1181
2544,771,480
7450,1124,1951
6767,866,845
7136,888,1540
5993,740,697
4963,709,997
4502,677,1171
6451,1066,748
2467,444,1580
4667,629,798
4281,433,141
2686,564,301
3380,756,170
6390,1140,899
5049,614,816
2339,90,316
2445,316,316
9829,1036,2292
2545,363,842
2783,553,1012
1264,69,141
2542,363,714
1169,299,232
7547,678,219
5981,479,125
5018,564,215
3104,434,817
2806,313,891
3283,378,1853
2595,302,895
3032,406,983
2526,514,793
2457,441,1638
1746,181,961
1245,140,435
2524,766,602
3884,514,819
3986,204,2011
4620,402,1964
4760,477,243
1791,228,86
5341,876,839
4947,571,1451
5435,339,422
3500,674,791
4729,533,272
2791,402,294
3361,501,719
3454,233,1624
2809,192,1061
5743,183,1318
2619,201,1530
2877,264,793
3422,552,520
3909,604,709
4088,942,938
7439,877,494
3771,508,170
2937,140,195
3047,472,261
3048,283,520
1412,39,278
3533,447,166
3407,352,144
2916,247,229
4058,274,451
1566,135,555
2717,282,244
3081,270,216
3241,188,392
1402,204,436
2649,139,990
2083,58,686
2580,228,964
2218,52,197
3267,322,848
1964,261,430
2176,121,1305
3326,185,1056
1238,299,333
4036,662,850
2138,409,723
2623,263,1074
3414,517,1228
3094,269,203
3407,335,541
3304,498,342
2958,272,95
3494,137,183
4673,83,364
4548,461,122
4710,518,128
3281,677,187
4445,252,183
1915,631,962
2571,802,826
2325,743,763
2733,717,507
2045,780,323
1172,495,433
5096,886,2175
1226,381,667
1466,253,315
818,437,292
2103,962,1288
1627,513,781
1748,971,1064
1937,721,749
2978,1452,1360
3001,988,897
843,575,438
905,768,520
2166,409,614
1072,439,518
2850,599,652
3089,508,1098
3452,663,1636
2979,382,1381
2515,374,1074
2836,718,1237
4030,857,2232
3451,571,1332
2412,531,1926
3384,737,1525
4925,1375,931
1917,511,697
3424,731,1791
1950,469,1010
2162,364,1024
2414,324,886
3424,598,914
3204,291,827
4164,740,1242
4136,575,1287
5025,1113,3199
2184,340,1658
4992,1115,3191
2886,467,516
6214,1015,1718
1715,354,1282
1106,549,362
4527,1133,1650
5006,845,1790
7028,1045,1259
4158,612,1670
4238,544,1186
3142,516,313
2973,433,305
832,231,387
2177,521,422
3938,398,629
4515,869,897
5709,640,1431
2810,502,908
2567,569,1157
2467,377,635
5208,1286,1484
1674,104,271
2300,595,1051
1406,184,378
4846,1222,266
4258,779,1209
1050,135,342
4498,514,814
2599,720,844
3195,519,1205
1363,195,401
1466,245,709
5247,1356,1454
3243,496,1335
3349,609,1833
3308,646,1068
4495,1316,1333
3834,1291,982
3327,1037,1326
1722,263,612
2343,418,1139
2456,681,951
1762,614,196
2400,882,907
3152,848,899
1909,424,1199
2623,930,1233
2995,594,947
1932,308,1060
3083,844,2750
3065,629,1985
3955,1503,707
1680,466,609
2431,299,1206
2539,482,1359
2840,692,2242
4825,1507,2546
1771,460,1040
1788,744,1543
4720,767,1928
4953,926,1330
3161,910,588
3380,596,1118
2725,527,1161
3132,652,1024
4632,842,1886
3270,532,1083
2044,142,1519
2845,672,1672
3222,601,1227
458,77,213
2376,589,705
5277,781,1245
1056,211,720
3464,660,1420
1652,540,665
2410,540,1158
137,141,195
525,203,489
1283,375,870
1232,366,720
990,525,1000
1714,477,798
1867,430,1545
2381,703,1461
1868,332,1222
3485,1135,1469
1603,674,1262
2667,445,2155
527,132,490
2244,543,1493
2005,843,998
1369,354,835
2346,1420,1189
4168,787,1993
3186,1078,1229
3645,1156,1432
1444,399,608
2655,653,1571
2233,654,1175
1405,353,843
2215,655,1614
2236,720,1544
2727,1081,1797
1522,303,1020
2382,472,1155
1964,721,1073
1554,338,725
4368,848,1943
4853,969,3033
4176,666,2965
3175,870,2111
3549,945,2176
3610,794,2053
1821,742,1124
2706,885,1658
1048,274,206
3104,1005,1670
3087,1015,1480
3502,1205,1424
3729,767,893
4051,571,1356
3066,953,1302
2511,884,984
3302,673,1544
2079,510,667
3337,515,1230
3707,549,2073
2007,535,1239
2732,870,784
3898,488,1454
2090,374,754
1304,155,111
1857,140,34
966,152,28
1682,258,1168
4051,706,1451
4882,1150,624
2125,604,308
3979,1246,779
5479,699,1034
5177,514,780
4695,659,1514
4306,565,2646
3779,679,1121
2502,228,561
5807,979,1395
2279,289,1746
3864,649,1976
1213,151,722
1618,604,1109
3540,1024,1398
3607,929,2810
3064,555,829
2742,500,1191
2803,548,999
219,196,211
3569,432,1145
3125,230,930
6533,924,1896
4820,868,2417
2861,712,1164
2625,440,664
2648,348,364
3515,514,1261
7084,1400,2526
7944,778,2379
5126,625,2638
2451,180,2200
1952,299,1690
2128,292,1462
4162,362,2100
4686,553,1485
5028,531,1183
3492,413,2286
1415,156,574
15814,1588,6326
9456,797,3215
5024,659,1285
2007,142,1090
4991,415,2154
2617,712,1751
2622,245,1801
3245,561,2250
2664,428,1404
3585,707,1982
1830,151,1993
4420,324,3085
2068,344,1494
3281,466,2551
2156,285,1779
1006,344,779
767,176,788
1867,364,1184
1983,144,1656
5283,409,60
0,0,0
2052,572,611
1904,389,1010
4739,786,1303
3292,884,1557
3766,817,1101
5326,917,1794
2319,485,621
1283,466,825
1608,529,572
1723,593,990
865,347,457
1589,534,562
1612,615,539
1656,588,393
1766,675,601
1819,510,515
1340,428,537
3690,1120,1134
1570,501,392
1714,444,377
2676,692,958
2368,530,611
2340,828,838
1054,571,201
1652,541,320
3528,861,1105
2492,637,475
2614,686,544
3196,928,752
1368,471,283
995,415,247
1163,530,493
1551,377,539
2372,625,718
610,346,167
4800,639,2873
2031,295,1012
4493,945,2778
2407,529,844
3669,699,976
2988,431,697
6289,1049,2004
955,219,649
2820,257,765
11595,1344,2368
9780,788,697
4356,354,755
3918,1159,382
4821,696,1237
5804,775,1988
3898,480,2009
2461,303,847
5533,433,2630
5825,523,1021
1156,340,120
4714,618,1009
2588,471,192
3947,831,286
2322,257,414
2805,631,320
5535,711,1988
3859,383,1599
2376,606,329
2329,424,671
5189,411,2610
6780,834,1059
6109,370,3172
4591,642,2253
6336,665,3062
4372,324,2117
10237,775,4673
5951,443,713
5224,303,1788
25703,2315,6870
6923,524,320
7519,721,755
11663,617,657
40263,3216,2715
15424,1163,542
6586,868,698
3497,813,303
13956,1406,1704
6683,1033,600
6116,719,264
9,0,4
7268,543,1599
7813,645,500
7122,518,1575
5841,1061,1071
5343,777,810
4881,576,195
7630,565,829
11178,776,701
6782,895,503
14588,2182,1879
3055,479,142
6692,750,345
4388,860,678
3926,157,1012
8683,1294,949
2951,737,1611
2847,612,1913
1884,267,1058
6370,1121,2953
3786,488,1944
3357,831,2644
4636,758,1325
10150,908,2119
3766,559,1648
4513,965,768
1915,503,866
3502,966,709
1661,429,626
1512,346,713
3072,922,1423
956,179,91
677,164,170
1445,487,531
1875,863,484
1700,667,739
930,318,473
3228,1392,1471
2541,1206,1882
1867,682,703
2425,432,825
4164,403,4478
3565,830,1267
4448,940,142
3760,600,204
1562,318,240
5961,1130,484
5616,490,243
3010,640,163
8724,1193,1247
12467,575,946
11216,1189,1059
7228,860,1767
2291,774,556
2728,753,1671
1088,315,284
6302,1433,3480
14424,2497,1395
3283,381,462
3153,699,912
6039,847,493
5121,762,892
868,243,713
4647,916,2579
2257,583,1531
5571,1259,1281
3545,936,880
2361,428,1237
4599,1069,1260
1830,488,750
4506,804,1506
931,244,647
2425,1073,739
1343,439,675
1450,457,749
1865,720,547
2083,598,692
2651,535,974
3822,875,797
4937,1108,1157
644,242,141
6040,1404,1578
3019,757,1027
1245,228,579
2905,890,442
1230,364,365
1376,173,280
494,252,276
2245,389,422
1877,299,450
1693,615,949
524,108,104
1099,157,563
931,170,616
882,178,366
994,279,677
1319,293,611
902,236,469
1031,213,549
1349,435,503
2080,495,1071
630,310,173
2334,517,626
1513,421,349
2435,341,873
1351,300,458
967,265,224
1616,417,347
1487,519,912
0,0,0
2444,697,930
2351,856,464
2362,1072,624
4017,1594,1481
3463,1758,1379
1975,793,538
812,156,222
2746,960,450
1918,797,356
2068,437,897
2652,765,1173
2317,461,691
1114,301,779
1910,560,1328
1309,388,614
1720,574,650
2996,1006,308
3063,851,832
1878,372,739
1059,306,580
1005,264,959
1307,261,325
3164,862,580
1962,628,458
1336,533,495
2890,927,622
2493,1267,703
2086,736,528
1810,708,824
1639,633,646
605,275,372
2428,673,426
2771,639,919
3796,1324,727
1930,831,713
3518,1366,1512
2529,688,520
4382,1212,882
3822,1101,1274
2201,594,869
2910,625,1434
4158,1078,1955
2949,857,828
4676,1110,822
3045,616,1414
3819,1106,568
7213,1341,1702
1184,277,1529
3493,1200,1032
3071,1210,826
2081,311,664
2025,622,529
4163,817,349
3110,721,686
5698,1180,696
3327,887,800
4400,667,2403
1832,303,882
1407,274,812
1509,583,884
1639,341,1032
2487,273,1598
2260,578,1296
3185,627,1466
4661,772,1520
5139,934,1184
3646,568,1013
3282,869,1209
5155,1129,1409
3263,911,1066
4229,816,1143
2981,332,1242
0,0,0
2963,442,836
2220,689,1532
3911,1027,677
3576,1115,899
1868,737,802
203,4,33
2779,883,931
2607,459,1701
3500,879,1562
2652,1126,672
3809,855,1071
2679,316,1890
1817,426,819
3554,638,848
1744,372,300
1136,450,339
6797,1409,1111
1844,440,1088
5976,1040,1414
2509,477,944
1890,767,308
2917,1277,1132
3305,1035,310
4107,1287,437
3195,994,332
2574,818,305
2063,621,524
3465,1116,232
3560,870,371
5452,1371,652
3357,1032,683
2999,698,245
2669,1058,458
3652,1117,1003
2042,853,510
2690,446,1869
2898,452,745
4303,964,665
3138,780,917
2038,499,714
1677,367,501
2164,589,714
1015,209,305
1941,400,589
1794,594,820
1941,561,424
1147,682,202
2059,609,459
1189,219,256
2564,551,692
2470,872,680
2476,383,845
3353,1070,760
6553,1409,1867
1485,329,538
3031,732,706
6032,1667,1069
2358,629,628
2176,615,872
2891,813,1002
2726,701,1017
2396,755,872
2235,422,354
102,15,0
2703,630,1979
3025,309,2118
3457,763,1530
1254,319,652
1129,322,1062
827,207,447
1099,290,525
3680,742,1618
1576,324,787
2919,650,1509
2538,399,852
3891,605,3056
1613,333,1115
2054,424,1269
2769,557,2118
3345,519,2146
1908,348,977
2145,599,1064
1136,253,988
1433,258,962
2003,296,1868
2521,317,1434
1983,773,1356
2051,299,1320
3121,731,1708
1587,230,1189
770,94,645
2101,234,927
1756,388,1548
3406,290,2601
4260,391,4620
3373,356,2766
5593,367,3027
5112,592,3900
4885,343,3720
1879,150,1683
2160,251,1526
1404,237,951
2938,303,1912
1687,295,1850
2296,268,1878
1702,207,1206
3243,284,3075
1903,166,1714
2543,222,985
3674,378,3567
2217,241,2141
3216,483,1668
1774,147,1395
4274,598,3979
2164,174,1463
1927,354,1745
998,128,751
797,258,420
2952,798,1292
685,371,1000
1924,427,911
1941,198,1408
1981,288,754
1653,400,591
1258,472,1039
2039,596,1000
2340,488,1023
2822,540,1310
4486,634,2031
2613,669,1104
1697,490,396
1811,534,348
1689,563,590
1735,177,1676
1498,371,650
3697,1081,1080
2213,438,1423
1730,132,1176
9847,672,2706
6062,698,2474
7799,325,2462
5437,459,2883
2593,190,972
2359,152,1490
1506,210,989
1788,254,1169
3722,519,4654
3096,438,2594
3017,329,2133
4812,632,1849
2199,191,967
2812,540,865
1617,365,264
2033,250,1835
3453,451,3140
2500,121,2816
2915,634,2196
2667,368,2297
1515,224,1142
4791,341,2586
1087,233,445
2849,552,2011
1587,389,1233
1192,160,1083
2270,128,1495
4218,715,1949
3739,162,2468
2753,413,1899
1513,103,1024
11066,1276,3311
8414,400,3777
3738,504,2595
2591,766,696
6062,698,2282
8178,1356,2823
5888,943,1551
3147,353,1143
9555,751,1815
2784,216,707
4993,627,1294
8983,990,1604
5991,818,1320
5810,551,2844
6135,601,1648
5427,838,3099
4692,379,728
7230,1034,1869
10366,887,558
13130,1759,1183
4266,491,772
4140,801,2934
4488,656,1096
3875,641,207
6198,1174,690
8531,1350,323
1987,381,595
5359,1089,834
4917,766,682
5809,1292,529
2241,136,318
4880,546,943
4789,424,275
8102,1122,720
1894,233,90
4809,613,522
4739,1303,1618
1295,308,493
6996,1063,1737
4148,629,469
11613,1074,1131
1583,157,318
4979,492,2318
6514,704,2153
8834,953,2537
3983,452,2087
2569,399,1421
4111,513,2872
2479,677,854
4061,730,1901
5009,1337,1766
2090,550,1121
7595,410,1530
6476,1052,2514
2269,574,928
263,69,252
5801,691,2055
3358,492,1359
3907,534,1386
4578,920,2144
2459,519,1121
2705,365,1093
3416,337,1702
1432,186,1132
2678,439,1682
1461,178,1437
1222,252,996
1989,372,1939
1688,297,692
4051,385,1473
1331,153,183
3290,264,1295
1803,475,1415
2583,504,1748
3115,633,1983
2388,372,1189
1418,127,1027
2511,536,2149
4455,364,2716
3239,536,2265
2994,272,2111
3086,379,1337
999,117,735
3717,350,3197
1708,120,2223
3059,351,2229
2695,208,2025
1109,238,960
3907,472,721
2049,69,467
1101,363,629
1127,301,444
1279,224,621
2917,135,634
4682,1079,1044
1313,252,485
1541,214,431
2104,690,784
1678,276,486
2134,264,364
2274,642,884
1747,439,403
1715,444,881
1461,505,594
2214,844,1480
1539,571,350
2926,535,1281
3827,223,864
2293,238,337
5091,521,1130
2415,342,1401
2903,276,272
1309,207,1133
3303,526,3596
2776,424,1880
1638,124,880
2444,311,2048
2152,530,1175
3568,260,1887
4621,743,2106
4837,693,3655
5734,494,2118
1729,255,1829
3241,334,2376
2503,361,1564
2707,328,1518
1377,166,1077
4072,653,2663
2168,304,880
2397,175,1759
3017,356,2505
2855,193,2213
2467,197,1569
838,147,449
3213,609,1964
4662,779,2247
3321,453,2206
2217,334,1539
3794,376,2378
2292,222,1135
2944,482,1701
2218,195,1233
5046,347,2533
2787,301,2038
4727,902,2065
2330,464,948
2098,316,1013
2177,422,886
3062,488,1476
1807,744,1340
3353,908,1143
2869,490,2023
701,37,892
5553,605,3379
2303,409,1378
4357,250,3116
3092,619,1810
2744,504,689
3108,312,1764
1954,424,1895
4162,846,1792
4806,391,3021
7502,645,2184
5239,779,2739
1626,430,1149
1894,547,805
3164,842,1317
1693,345,619
4905,1171,1851
4321,1278,1016
1335,298,565
2303,635,984
2191,584,1028
1572,645,457
2856,830,1570
1953,386,630
2950,463,1894
1547,457,1010
2204,729,1193
1842,581,659
4060,1050,2318
1443,230,1416
2427,196,1879
2273,380,2232
1929,257,1538
2350,299,1223
2763,372,1887
3427,664,2042
5059,397,5132
3161,418,3099
2280,333,809
1766,169,1159
6108,712,3106
6438,375,2197
5256,472,2648
2022,404,780
1833,176,587
3600,794,2396
7903,887,2427
4028,334,1391
1366,216,105
4124,312,664
4047,512,173
3196,690,256
5946,963,557
1123,251,23
3429,727,2561
1618,682,246
5096,1037,1766
4422,611,606
3030,241,1820
4189,673,1833
2145,275,1441
2905,102,1350
3266,861,820
2667,865,1395
2116,132,736
3960,728,434
5375,812,665
3097,605,629
3665,729,1253
1787,353,428
1223,218,315
5661,682,617
2783,230,672
2775,329,804
2018,179,1342
4577,342,2232
2111,262,1045
4218,925,456
3678,692,854
6889,882,1116
4529,803,757
5497,744,1756
3310,541,760
4348,424,373
3659,362,538
3550,539,1247
2064,414,853
1808,530,614
11878,1987,1915
5692,923,2356
4442,937,947
4077,706,1398
4939,559,2198
3557,578,521
6773,661,1340
1631,438,346
3087,678,1222
5186,904,1654
3052,449,327
3849,546,466
2043,222,146
2929,478,579
2178,252,567
3452,275,526
3013,229,200
2939,265,880
1935,197,596
2720,315,585
2030,274,304
3994,649,344
2921,553,416
1280,535,48
2383,603,377
2174,532,64
4264,798,626
3249,425,247
2027,332,112
2243,230,280
3704,546,319
2858,545,252
2553,420,100
2251,177,150
5031,581,104
5885,1048,114
3924,360,47
1532,192,92
3511,290,119
2675,446,86
4883,428,376
3244,475,662
3285,488,235
3067,338,103
2088,395,184
2379,427,127
5510,897,618
1822,121,1158
1798,264,553
2611,397,478
2514,443,450
1680,170,1491
1519,273,393
2815,461,58
2115,393,124
5332,553,216
2071,284,164
1668,115,1648
2162,41,2441
1681,63,1967
1397,162,2104
3521,253,2923
1502,59,1895
1705,67,2318
2092,159,1535
2544,413,2945
3699,144,2818
2721,691,1187
3706,405,1376
1948,507,107
2144,436,271
3227,719,1150
3082,446,1443
4349,469,2821
1715,321,561
2183,679,1361
2765,374,2585
4111,554,2360
3551,584,2259
2230,366,2054
2006,255,1186
2607,475,1131
2185,301,1892
2624,395,2121
1080,66,1555
2029,317,1038
5354,344,2866
2772,622,1170
3565,774,705
3809,783,1096
2201,796,1355
1310,252,411
4568,663,1660
4742,1018,453
1056,194,252
3811,702,32
2549,647,32
1989,331,315
3115,545,117
2267,764,233
3904,673,111
4631,1096,593
4067,1007,630
2090,627,550
2464,494,808
2217,655,1502
2998,689,957
3355,341,1586
3104,452,234
1597,284,328
2821,398,246
2625,760,147
2870,527,155
2374,753,171
3018,1109,278
2438,481,256
2539,322,561
2502,400,290
2487,249,784
2066,149,2316
3544,414,1270
2479,551,1305
4204,186,2605
2996,323,1798
2746,438,2548
1535,186,510
2161,331,4516
1789,135,1095
2763,199,2028
2965,645,2230
1872,46,1189
3142,326,2806
2336,228,2842
1589,118,2629
2153,390,2648
1494,101,1558
2441,659,2191
2586,380,1641
3075,675,1106
2536,263,1881
2703,263,3360
3033,183,3533
2328,172,1644
3640,550,2589
1266,284,223
3953,506,247
4422,497,1618
3479,364,885
2072,608,81
3034,429,704
5472,1102,466
1272,135,315
5331,538,2970
2052,463,233
2994,321,1634
3655,381,1365
2741,474,1019
2330,356,214
5011,825,800
2290,577,448
2724,153,1753
4080,252,698
3700,331,555
4656,1284,272
5901,377,604
2580,203,761
3412,336,1670
5014,435,1897
1829,322,376
6001,372,1675
5713,977,2037
2336,207,1601
1589,169,458
1686,180,720
4176,621,2992
4609,616,4018
4629,609,2929
6302,944,3563
3280,422,2048
2808,314,2144
2698,342,1327
4191,409,4063
2269,355,1749
3563,737,2845
1046,250,1183
1844,280,1072
3498,532,4390
2142,185,1183
3557,467,2483
2347,256,836
982,228,805
5000,679,2405
4455,527,3214
2209,574,833
4747,740,4312
3414,322,1298
2727,220,912
2993,249,736
6543,887,3943
3387,715,2543
435,7,99
7193,960,268
2053,308,101
3688,754,541
5577,657,555
5494,832,1213
9223,1332,1087
2141,186,388
4691,549,1223
2934,269,320
2755,772,886
2836,209,634
1341,210,527
4264,581,842
4304,704,346
3189,276,468
2288,280,495
3374,175,790
2779,109,317
5957,812,475
5034,535,1448
1878,444,234
3422,458,365
2295,213,434
3734,488,670
2968,345,553
2909,374,449
2501,428,320
4814,414,1226
2486,310,1261
1538,296,599
2627,471,714
2419,456,2178
1884,308,1347
4703,935,2695
1338,121,872
3295,429,2361
2666,497,766
991,111,888
1173,62,1015
3021,305,3259
3199,509,2144
3326,319,3511
3309,518,1939
2079,331,1161
3978,324,2722
3460,505,1421
4609,675,1888
2073,756,1802
4781,1056,2733
2286,322,1614
1862,496,1674
2107,288,1921
2088,261,1674
2996,457,1995
1917,326,1607
4028,391,125
3086,353,2895
2814,583,480
1314,350,716
1404,347,851
1999,406,1944
1648,437,1192
3064,580,2075
1849,866,1239
2761,815,814
2588,545,612
2082,311,282
2203,375,292
3291,728,1911
1371,284,330
1963,343,606
2125,315,597
2303,586,152
1053,464,426
2620,832,996
3236,494,1850
616,236,183
3921,712,2276
1727,300,810
3728,501,1671
4095,426,1590
5750,683,2621
3674,285,1995
4056,461,1687
3252,917,1175
959,206,458
2621,556,2037
1615,223,893
4246,835,1535
1909,453,969
4604,460,1572
5920,1491,3660
2829,483,1374
3233,387,1746
3259,215,2424
2423,340,932
5879,357,2844
3842,410,2446
5817,873,3655
2335,350,1937
1250,155,1425
3281,343,2098
1890,101,592
4558,739,2834
1205,81,736
6869,582,1303
1298,73,280
10059,902,1302
1793,229,946
3494,327,2357
3400,462,1006
3367,299,713
4518,274,2311
5855,936,979
4982,669,2524
2113,323,176
5621,548,1258
7865,1064,1547
6590,925,944
12039,834,1539
5476,754,764
7246,553,694
6427,930,1869
2281,284,60
7769,708,4102
11160,1133,3126
3579,439,1191
3886,776,440
6954,780,2633
8782,543,2068
3957,366,1296
5213,513,1458
10285,1128,3329
11768,1044,5009
10715,534,3335
12301,1320,4251
9505,787,3397
5599,513,1302
6206,562,3049
1880,519,202
3666,267,575
3124,494,843
5319,715,1270
9116,499,3295
8085,839,568
10458,1180,1648
13401,1011,4192
1890,89,723
3507,881,1776
2669,188,2091
2345,194,1372
4867,254,2350
6665,645,2377
6781,719,3966
7628,670,2265
3677,354,1493
5435,506,1390
1670,159,1041
3320,326,1665
2167,184,715
2777,275,1088
5419,668,3134
2057,241,898
6787,688,2843
3997,480,2133
2819,469,637
3342,372,1424
5899,447,1991
5009,701,2673
6422,771,1273
3190,431,405
5179,891,1177
3399,790,515
3879,403,1845
7324,740,1347
1599,125,202
2774,404,640
4527,794,736
2229,322,531
4553,479,1197
2912,553,334
3793,415,1148
4572,1002,1586
7071,912,2500
3638,397,1137
4517,614,1497
6246,770,1161
6646,1518,1041
4485,1186,1084
3652,626,1393
3277,621,760
3881,865,1277
4063,561,1521
3372,129,1585
2841,604,512
5336,735,843
4912,508,931
4312,598,1090
4895,812,1249
2890,365,763
2003,233,393
5776,691,1096
6637,692,671
2795,425,396
3511,517,275
839,288,175
7647,1168,1518
5789,521,1608
5074,1447,418
3137,415,1025
12676,739,1534
11262,838,668
7813,365,1543
4930,478,601
5678,348,381
3939,507,281
6228,820,673
10949,1190,3495
11745,1092,2131
6497,603,1957
5924,788,498
9516,964,630
6157,672,707
6296,836,1309
5068,593,1264
606,80,82
11230,1119,1555
4132,420,532
1642,269,726
5613,1238,1124
3563,431,706
15477,1579,2288
3824,673,745
6856,658,236
8871,987,458
4888,711,1790
4,0,4
449,99,239
2927,960,1351
3031,649,702
2455,631,677
4777,1319,1408
2910,762,545
2936,365,1074
2343,499,1138
3197,790,1148
1265,378,977
2529,1182,710
3872,751,1085
2399,759,1012
3980,790,605
3652,749,884
3094,826,670
1895,724,465
1055,522,422
1771,194,670
4626,209,590
2670,555,1198
4483,582,2127
3881,429,2314
6799,1119,1070
2363,572,1140
6469,1969,1484
5252,849,1509
2470,315,342
2330,961,983
5566,2091,967
5776,771,231
2661,539,577
1269,332,358
3913,1167,506
3984,545,957
6042,1234,713
9232,1110,795
4533,679,641
8747,827,2514
6159,905,4222
7010,834,1913
4401,738,274
6921,779,969
2514,530,931
3797,1371,1207
2645,705,1502
4059,1329,1837
2948,679,817
1800,375,319
1548,706,868
3019,1111,1100
2580,625,1596
2633,1115,925
3011,1313,1168
1268,455,359
1378,492,317
1436,296,553
2169,926,789
3656,616,2039
3215,964,1276
4118,1447,1475
3421,590,2318
3648,1528,3105
3870,408,3348
4145,485,3185
4821,944,3264
2732,823,1830
6928,1063,2566
6016,897,2047
7042,366,1470
2069,824,1911
2167,1642,1207
1996,757,2149
5259,858,4951
3651,846,3465
965,392,1075
5399,1341,2866
4545,744,2323
2461,755,2396
1966,322,1882
2307,672,1825
2953,725,2284
3453,974,3488
3898,407,1339
2277,324,948
3624,664,745
3176,590,1767
2355,463,1430
3366,920,1795
947,424,1416
1974,230,658
3252,491,1648
8473,887,7227
4484,672,3457
3278,324,2714
3379,528,3153
3147,613,2008
2597,1028,1193
4383,1644,2149
1696,560,1430
2299,499,1532
4400,692,3793
7402,999,4475
2068,461,2680
3038,416,1327
4269,667,4406
3908,788,3881
4764,1218,4654
2387,572,990
2376,926,1594
6886,1066,3272
3849,1380,2143
5296,845,4663
2867,929,1834
6710,485,4471
2310,255,1401
3132,658,1771
3429,445,2931
2518,771,874
2436,524,2300
5698,1406,2833
2581,608,1273
3272,431,2051
3398,697,2275
3168,786,1661
1036,449,724
2653,1320,1257
2322,1104,2065
4625,683,3884
2843,845,1009
2490,639,1379
4615,460,3071
3936,311,2228
2874,500,2083
4455,572,2930
6568,861,2499
4638,915,3565
7561,1051,2399
6787,679,2024
5136,537,4360
155,14,348
4462,571,3733
4560,577,3279
5910,439,3758
4963,754,2976
2796,580,1487
5816,432,2453
5514,1173,2436
7252,1505,3137
2586,517,996
6497,543,1976
